Position,Time
N28.87694E77.24943250000001,2024-01-28 07:08:13
N28.876914999999997E77.2601075,2024-01-28 07:08:14
N28.87688E77.25969357142857,2024-01-28 07:08:15
N28.876869999999997E77.30766242424242,2024-01-28 07:08:16
N28.87686565217391E77.24984652173913,2024-01-28 07:08:17
N28.876846E77.25925764285715,2024-01-28 07:08:18
N28.876814E77.25884735714286,2024-01-28 07:08:19
N28.876805714285712E77.2502757142857,2024-01-28 07:08:20
N28.87678E77.25841142857143,2024-01-28 07:08:21
N28.876756666666665E77.30808141414141,2024-01-28 07:08:22
N28.876748E77.25800114285714,2024-01-28 07:08:23
N28.876734705882352E77.25071470588236,2024-01-28 07:08:24
N28.876714E77.25756521428572,2024-01-28 07:08:25
N28.87668222222222E77.2511311111111,2024-01-28 07:08:26
N28.876682E77.25715492857142,2024-01-28 07:08:27
N28.876648E77.256719,2024-01-28 07:08:28
N28.876646129032256E77.30849870967742,2024-01-28 07:08:29
N28.876640000000002E77.251546,2024-01-28 07:08:30
N28.876617916666667E77.25630875,2024-01-28 07:08:31
N28.87660125E77.25589875,2024-01-28 07:08:32
N28.87659E77.252061,2024-01-28 07:08:33
N28.876583541666665E77.25546312499999,2024-01-28 07:08:34
N28.876566470588237E77.2550288235294,2024-01-28 07:08:35
N28.87655772727273E77.25249727272727,2024-01-28 07:08:36
N28.876552352941175E77.25462411764705,2024-01-28 07:08:37
N28.876550454545455E77.25290454545456,2024-01-28 07:08:38
N28.876542903225804E77.30889096774195,2024-01-28 07:08:39
N28.87654E77.254198,2024-01-28 07:08:40
N28.876537666666664E77.253332,2024-01-28 07:08:41
N28.876531999999997E77.25377399999999,2024-01-28 07:08:42
N28.876410909090907E77.30929454545455,2024-01-28 07:08:43
N28.876301666666667E77.30969388888889,2024-01-28 07:08:44
N28.87616E77.3101,2024-01-28 07:08:45
N28.876014285714284E77.31050557142858,2024-01-28 07:08:46
N28.875877142857142E77.31088728571429,2024-01-28 07:08:47
N28.87574E77.311269,2024-01-28 07:08:48
N28.875594285714286E77.31167457142857,2024-01-28 07:08:49
N28.87545953488372E77.3120546511628,2024-01-28 07:08:50
N28.875317209302324E77.31245790697675,2024-01-28 07:08:51
N28.875181428571427E77.31283857142857,2024-01-28 07:08:52
N28.875024615384618E77.31323923076923,2024-01-28 07:08:53
N28.8748765625E77.31363625,2024-01-28 07:08:54
N28.8747315625E77.31401625,2024-01-28 07:08:55
N28.87458875E77.31439625,2024-01-28 07:08:56
N28.874431463414634E77.31477902439025,2024-01-28 07:08:57
N28.874265609756097E77.31517292682926,2024-01-28 07:08:58
N28.874109512195123E77.31554365853658,2024-01-28 07:08:59
N28.873935E77.31593000000001,2024-01-28 07:09:00
N28.873759333333332E77.31631533333334,2024-01-28 07:09:01
N28.873594E77.31667800000001,2024-01-28 07:09:02
N28.873416551724137E77.31706206896553,2024-01-28 07:09:03
N28.87324551724138E77.31742068965518,2024-01-28 07:09:04
N28.873063793103448E77.31780172413794,2024-01-28 07:09:05
N28.872882068965517E77.3181827586207,2024-01-28 07:09:06
N28.872709999999998E77.31854714285714,2024-01-28 07:09:07
N28.87253125E77.318916875,2024-01-28 07:09:08
N28.872333333333334E77.31928666666667,2024-01-28 07:09:09
N28.872135E77.319655,2024-01-28 07:09:10
N28.871938571428572E77.32002142857144,2024-01-28 07:09:11
N28.87175368421053E77.32036631578947,2024-01-28 07:09:12
N28.8715475E77.3207425,2024-01-28 07:09:13
N28.87137E77.32109,2024-01-28 07:09:14
N28.87116E77.32146,2024-01-28 07:09:15
N28.87095875E77.32182125,2024-01-28 07:09:16
N28.87076857142857E77.32216714285714,2024-01-28 07:09:17
N28.870555714285715E77.32253,2024-01-28 07:09:18
N28.870331999999998E77.322879,2024-01-28 07:09:19
N28.870107599999997E77.3232292,2024-01-28 07:09:20
N28.8698832E77.3235794,2024-01-28 07:09:21
N28.869676249999998E77.32390625,2024-01-28 07:09:22
N28.869453333333333E77.32426066666666,2024-01-28 07:09:23
N28.869269583333335E77.32455291666666,2024-01-28 07:09:24
N28.86910166666667E77.32481833333333,2024-01-28 07:09:25
N28.868942E77.32506133333332,2024-01-28 07:09:26
N28.868774000000002E77.32530933333332,2024-01-28 07:09:27
N28.868635862068967E77.32554034482759,2024-01-28 07:09:28
N28.868424827586207E77.32589793103449,2024-01-28 07:09:29
N28.868218181818182E77.32623090909091,2024-01-28 07:09:30
N28.867996896551723E77.32658827586206,2024-01-28 07:09:31
N28.86778E77.32694,2024-01-28 07:09:32
N28.8675725E77.327275,2024-01-28 07:09:33
N28.86735203125E77.3276309375,2024-01-28 07:09:34
N28.8671315625E77.32798687500001,2024-01-28 07:09:35
N28.8669225E77.32832250000001,2024-01-28 07:09:36
N28.866700967741934E77.32867967741936,2024-01-28 07:09:37
N28.866494516129034E77.32901516129033,2024-01-28 07:09:38
N28.866287692307694E77.32935307692307,2024-01-28 07:09:39
N28.866065384615386E77.32970615384615,2024-01-28 07:09:40
N28.865843076923078E77.33005923076922,2024-01-28 07:09:41
N28.8656403125E77.33039656250001,2024-01-28 07:09:42
N28.8654225E77.3307525,2024-01-28 07:09:43
N28.865214E77.331092,2024-01-28 07:09:44
N28.864993E77.331449,2024-01-28 07:09:45
N28.864772E77.331806,2024-01-28 07:09:46
N28.86456388888889E77.33214194444444,2024-01-28 07:09:47
N28.864341944444444E77.33249847222221,2024-01-28 07:09:48
N28.864133055555556E77.33283402777778,2024-01-28 07:09:49
N28.863937222222223E77.3331486111111,2024-01-28 07:09:50
N28.86374138888889E77.33346319444443,2024-01-28 07:09:51
N28.8635625E77.33375,2024-01-28 07:09:52
N28.863381228070175E77.33404368421053,2024-01-28 07:09:53
N28.86317350877193E77.33438052631578,2024-01-28 07:09:54
N28.862965789473684E77.33471736842105,2024-01-28 07:09:55
N28.862745454545454E77.33507454545455,2024-01-28 07:09:56
N28.862526E77.33543,2024-01-28 07:09:57
N28.862306545454548E77.33578545454544,2024-01-28 07:09:58
N28.8621E77.33612,2024-01-28 07:09:59
N28.861876875E77.3364759375,2024-01-28 07:10:00
N28.8616675E77.33681125,2024-01-28 07:10:01
N28.86144875E77.33717250000001,2024-01-28 07:10:02
N28.861227916666667E77.33752916666667,2024-01-28 07:10:03
N28.861020937499998E77.3378628125,2024-01-28 07:10:04
N28.860799583333332E77.33821875,2024-01-28 07:10:05
N28.86059125E77.33855375,2024-01-28 07:10:06
N28.860369895833333E77.3389096875,2024-01-28 07:10:07
N28.8601615625E77.3392446875,2024-01-28 07:10:08
N28.859940208333335E77.339600625,2024-01-28 07:10:09
N28.85973125E77.33993749999999,2024-01-28 07:10:10
N28.859508540145985E77.34029664233576,2024-01-28 07:10:11
N28.859286423357666E77.34065277372262,2024-01-28 07:10:12
N28.859077372262774E77.34098795620437,2024-01-28 07:10:13
N28.858868321167883E77.34132313868612,2024-01-28 07:10:14
N28.858646204379564E77.34167927007299,2024-01-28 07:10:15
N28.858411021897812E77.34205635036496,2024-01-28 07:10:16
N28.85817583941606E77.34243343065692,2024-01-28 07:10:17
N28.857953722627737E77.34278956204379,2024-01-28 07:10:18
N28.85773159090909E77.34314545454545,2024-01-28 07:10:19
N28.8575225E77.34348,2024-01-28 07:10:20
N28.85730034090909E77.34383545454546,2024-01-28 07:10:21
N28.85707818181818E77.34419090909091,2024-01-28 07:10:22
N28.856869090909093E77.34452545454545,2024-01-28 07:10:23
N28.8566475E77.34488125,2024-01-28 07:10:24
N28.85644E77.34521749999999,2024-01-28 07:10:25
N28.856227083333334E77.34555083333333,2024-01-28 07:10:26
N28.8560075E77.345905,2024-01-28 07:10:27
N28.855800833333333E77.34623833333333,2024-01-28 07:10:28
N28.85558142857143E77.34659,2024-01-28 07:10:29
N28.8553575E77.3469525,2024-01-28 07:10:30
N28.8551475E77.34728375,2024-01-28 07:10:31
N28.854924375E77.3476396875,2024-01-28 07:10:32
N28.8547175E77.347985,2024-01-28 07:10:33
N28.854512857142858E77.34832928571429,2024-01-28 07:10:34
N28.854293333333334E77.34868333333334,2024-01-28 07:10:35
N28.854075E77.349045,2024-01-28 07:10:36
N28.853867E77.349381,2024-01-28 07:10:37
N28.853659E77.349717,2024-01-28 07:10:38
N28.853439166666668E77.3500775,2024-01-28 07:10:39
N28.8532225E77.35043875,2024-01-28 07:10:40
N28.85302625E77.350753125,2024-01-28 07:10:41
N28.852842499999998E77.35104625,2024-01-28 07:10:42
N28.852636769230767E77.35138107692308,2024-01-28 07:10:43
N28.85241969230769E77.35173676923077,2024-01-28 07:10:44
N28.852215384615384E77.35207153846154,2024-01-28 07:10:45
N28.851998307692305E77.35242723076924,2024-01-28 07:10:46
N28.851771304347825E77.35278217391304,2024-01-28 07:10:47
N28.851558125E77.3531165625,2024-01-28 07:10:48
N28.851335E77.3534725,2024-01-28 07:10:49
N28.851125E77.3538075,2024-01-28 07:10:50
N28.850901874999998E77.35416343749999,2024-01-28 07:10:51
N28.85069E77.35451,2024-01-28 07:10:52
N28.850464423076925E77.35486307692308,2024-01-28 07:10:53
N28.850252115384617E77.35519538461539,2024-01-28 07:10:54
N28.85003980769231E77.3555276923077,2024-01-28 07:10:55
N28.849819615384614E77.35588346153847,2024-01-28 07:10:56
N28.849600576923077E77.3562398076923,2024-01-28 07:10:57
N28.849394423076923E77.35657519230769,2024-01-28 07:10:58
N28.849173999999998E77.356932,2024-01-28 07:10:59
N28.848966E77.35726799999999,2024-01-28 07:11:00
N28.848745E77.357625,2024-01-28 07:11:01
N28.848537E77.357961,2024-01-28 07:11:02
N28.848315999999997E77.358318,2024-01-28 07:11:03
N28.848109166666667E77.35865458333333,2024-01-28 07:11:04
N28.847889583333334E77.35901229166667,2024-01-28 07:11:05
N28.84767E77.35937,2024-01-28 07:11:06
N28.8474588E77.3597092,2024-01-28 07:11:07
N28.847237872340425E77.36006680851064,2024-01-28 07:11:08
N28.847033617021275E77.3604004255319,2024-01-28 07:11:09
N28.84681659574468E77.36075489361701,2024-01-28 07:11:10
N28.846595625000003E77.361106875,2024-01-28 07:11:11
N28.84638740740741E77.36144222222222,2024-01-28 07:11:12
N28.846168333333335E77.3618,2024-01-28 07:11:13
N28.845948235294117E77.36215294117646,2024-01-28 07:11:14
N28.84574E77.36249,2024-01-28 07:11:15
N28.8455175E77.36283125,2024-01-28 07:11:16
N28.84529875E77.36318833333333,2024-01-28 07:11:17
N28.84508875E77.36352166666666,2024-01-28 07:11:18
N28.844865625E77.36387583333332,2024-01-28 07:11:19
N28.84465857142857E77.36421178571429,2024-01-28 07:11:20
N28.84444E77.36457,2024-01-28 07:11:21
N28.844234285714286E77.36490714285715,2024-01-28 07:11:22
N28.844013333333333E77.36526666666667,2024-01-28 07:11:23
N28.843806666666666E77.3656,2024-01-28 07:11:24
N28.84358333333333E77.36595166666667,2024-01-28 07:11:25
N28.843356666666665E77.36630583333333,2024-01-28 07:11:26
N28.84314333333333E77.36663916666666,2024-01-28 07:11:27
N28.84292333333333E77.36699333333333,2024-01-28 07:11:28
N28.842714285714287E77.36732571428571,2024-01-28 07:11:29
N28.842489642857142E77.36767785714285,2024-01-28 07:11:30
N28.842251785714286E77.36805071428572,2024-01-28 07:11:31
N28.842002857142855E77.36843999999999,2024-01-28 07:11:32
N28.8417825E77.36879875,2024-01-28 07:11:33
N28.84156875E77.36913625,2024-01-28 07:11:34
N28.841347142857142E77.36949142857142,2024-01-28 07:11:35
N28.841138571428573E77.36982571428571,2024-01-28 07:11:36
N28.840916984126984E77.37018095238095,2024-01-28 07:11:37
N28.84070873015873E77.3705161904762,2024-01-28 07:11:38
N28.84048746031746E77.37087238095238,2024-01-28 07:11:39
N28.840279206349205E77.37120761904762,2024-01-28 07:11:40
N28.84005385964912E77.37156,2024-01-28 07:11:41
N28.839829298245615E77.37188,2024-01-28 07:11:42
N28.839590701754386E77.37222,2024-01-28 07:11:43
N28.83935210526316E77.37256,2024-01-28 07:11:44
N28.83912921875E77.37288,2024-01-28 07:11:45
N28.8388928125E77.37322,2024-01-28 07:11:46
N28.8386703125E77.37354,2024-01-28 07:11:47
N28.83843390625E77.37388,2024-01-28 07:11:48
N28.838199375E77.3742,2024-01-28 07:11:49
N28.83795E77.37453,2024-01-28 07:11:50
N28.837716666666665E77.37485,2024-01-28 07:11:51
N28.837475E77.37518,2024-01-28 07:11:52
N28.837239642857142E77.3755,2024-01-28 07:11:53
N28.836985E77.37583875,2024-01-28 07:11:54
N28.8367421875E77.37613875,2024-01-28 07:11:55
N28.836481875E77.3764575,2024-01-28 07:11:56
N28.836207E77.37679800000001,2024-01-28 07:11:57
N28.8359325E77.37714,2024-01-28 07:11:58
N28.83566E77.37747,2024-01-28 07:11:59
N28.83539225E77.3777845,2024-01-28 07:12:00
N28.83514025E77.3780805,2024-01-28 07:12:01
N28.834873243243244E77.37839378378378,2024-01-28 07:12:02
N28.834622432432433E77.37868783783783,2024-01-28 07:12:03
N28.834355945945948E77.37900027027027,2024-01-28 07:12:04
N28.834105135135136E77.37929432432432,2024-01-28 07:12:05
N28.833836666666667E77.37960666666666,2024-01-28 07:12:06
N28.833575E77.3798925,2024-01-28 07:12:07
N28.83329875E77.38019354166666,2024-01-28 07:12:08
N28.83303875E77.380476875,2024-01-28 07:12:09
N28.832762499999998E77.380775,2024-01-28 07:12:10
N28.83249181818182E77.38107090909091,2024-01-28 07:12:11
N28.832216428571428E77.38135357142858,2024-01-28 07:12:12
N28.831938260869563E77.38165434782609,2024-01-28 07:12:13
N28.83166695652174E77.38193260869565,2024-01-28 07:12:14
N28.83140210526316E77.38221157894738,2024-01-28 07:12:15
N28.83112E77.38249,2024-01-28 07:12:16
N28.83084E77.38276,2024-01-28 07:12:17
N28.8305425E77.38303625,2024-01-28 07:12:18
N28.83024916666667E77.3833125,2024-01-28 07:12:19
N28.82997E77.38357333333333,2024-01-28 07:12:20
N28.82966846153846E77.38384615384615,2024-01-28 07:12:21
N28.82935E77.38413,2024-01-28 07:12:22
N28.829035E77.3844225,2024-01-28 07:12:23
N28.828720181818184E77.38471399999999,2024-01-28 07:12:24
N28.828423454545455E77.384986,2024-01-28 07:12:25
N28.828144181818182E77.385242,2024-01-28 07:12:26
N28.827847454545452E77.385514,2024-01-28 07:12:27
N28.827553684210525E77.38575105263158,2024-01-28 07:12:28
N28.827240526315787E77.38600157894737,2024-01-28 07:12:29
N28.826927368421053E77.38625210526315,2024-01-28 07:12:30
N28.82663E77.38649,2024-01-28 07:12:31
N28.826333333333334E77.38671666666667,2024-01-28 07:12:32
N28.826021458333333E77.38696458333334,2024-01-28 07:12:33
N28.825724791666666E77.38719791666666,2024-01-28 07:12:34
N28.825409583333332E77.38744583333333,2024-01-28 07:12:35
N28.825094500000002E77.38769425,2024-01-28 07:12:36
N28.8247985E77.38793025,2024-01-28 07:12:37
N28.8245025E77.38816625,2024-01-28 07:12:38
N28.82418875E77.38841625,2024-01-28 07:12:39
N28.8238753125E77.38866593750001,2024-01-28 07:12:40
N28.82356E77.38891666666667,2024-01-28 07:12:41
N28.82325947368421E77.38913842105264,2024-01-28 07:12:42
N28.82293875E77.3893575,2024-01-28 07:12:43
N28.822618E77.38957933333333,2024-01-28 07:12:44
N28.822294999999997E77.38981166666667,2024-01-28 07:12:45
N28.82198875E77.39002875,2024-01-28 07:12:46
N28.82160465909091E77.39029920454546,2024-01-28 07:12:47
N28.82122056818182E77.39056965909091,2024-01-28 07:12:48
N28.820874886363637E77.39081306818181,2024-01-28 07:12:49
N28.820548409090907E77.39104295454545,2024-01-28 07:12:50
N28.820228750000002E77.39127,2024-01-28 07:12:51
N28.819927777777778E77.39148333333334,2024-01-28 07:12:52
N28.819608571428574E77.39171571428571,2024-01-28 07:12:53
N28.819277826086957E77.3919452173913,2024-01-28 07:12:54
N28.818971249999997E77.3921675,2024-01-28 07:12:55
N28.818661666666667E77.3923875,2024-01-28 07:12:56
N28.818355E77.3926075,2024-01-28 07:12:57
N28.8180328125E77.39283125,2024-01-28 07:12:58
N28.81770875E77.393065,2024-01-28 07:12:59
N28.817403265306123E77.39328387755103,2024-01-28 07:13:00
N28.817077142857144E77.39351285714285,2024-01-28 07:13:01
N28.81677020408163E77.39372836734694,2024-01-28 07:13:02
N28.816444081632653E77.39395734693878,2024-01-28 07:13:03
N28.816117959183675E77.39418632653062,2024-01-28 07:13:04
N28.815811020408162E77.39440183673469,2024-01-28 07:13:05
N28.81548857142857E77.39463571428571,2024-01-28 07:13:06
N28.81517125E77.39487375,2024-01-28 07:13:07
N28.81487083333333E77.39509374999999,2024-01-28 07:13:08
N28.814545000000003E77.3953275,2024-01-28 07:13:09
N28.814231111111113E77.39556388888889,2024-01-28 07:13:10
N28.81391E77.3958,2024-01-28 07:13:11
N28.81361E77.39602,2024-01-28 07:13:12
N28.81329657894737E77.39627263157895,2024-01-28 07:13:13
N28.812987894736843E77.39652315789473,2024-01-28 07:13:14
N28.812681627906976E77.39677790697674,2024-01-28 07:13:15
N28.812398837209305E77.39702720930232,2024-01-28 07:13:16
N28.812098372093025E77.39729209302325,2024-01-28 07:13:17
N28.8118140625E77.397541875,2024-01-28 07:13:18
N28.811511250000002E77.3978075,2024-01-28 07:13:19
N28.81122511627907E77.39805976744186,2024-01-28 07:13:20
N28.810938604651163E77.39831279069767,2024-01-28 07:13:21
N28.810635405405403E77.3985818918919,2024-01-28 07:13:22
N28.81034135135135E77.39885297297297,2024-01-28 07:13:23
N28.8100472972973E77.39912405405406,2024-01-28 07:13:24
N28.8097675E77.39938375,2024-01-28 07:13:25
N28.80947E77.39966,2024-01-28 07:13:26
N28.80919E77.39993,2024-01-28 07:13:27
N28.8088996E77.4002048,2024-01-28 07:13:28
N28.808618E77.400464,2024-01-28 07:13:29
N28.8083188E77.40073939999999,2024-01-28 07:13:30
N28.808037659574467E77.40099787234043,2024-01-28 07:13:31
N28.807741063829788E77.40126914893617,2024-01-28 07:13:32
N28.807444468085105E77.40154042553192,2024-01-28 07:13:33
N28.807164673913043E77.40179652173913,2024-01-28 07:13:34
N28.80686625E77.40207000000001,2024-01-28 07:13:35
N28.806585380434782E77.40232739130435,2024-01-28 07:13:36
N28.806304510869566E77.4025847826087,2024-01-28 07:13:37
N28.806023641304346E77.40284217391304,2024-01-28 07:13:38
N28.805725217391306E77.40311565217392,2024-01-28 07:13:39
N28.80542679347826E77.40338913043479,2024-01-28 07:13:40
N28.805145923913045E77.40364652173913,2024-01-28 07:13:41
N28.8048475E77.40392,2024-01-28 07:13:42
N28.804549076086957E77.40419347826088,2024-01-28 07:13:43
N28.80426820652174E77.40445086956522,2024-01-28 07:13:44
N28.80397076923077E77.40472615384616,2024-01-28 07:13:45
N28.803676538461538E77.40500730769232,2024-01-28 07:13:46
N28.80338923076923E77.40526615384614,2024-01-28 07:13:47
N28.803106153846155E77.40553076923077,2024-01-28 07:13:48
N28.8028075E77.40581027777777,2024-01-28 07:13:49
N28.8025275E77.40607250000001,2024-01-28 07:13:50
N28.802228E77.406344,2024-01-28 07:13:51
N28.80194947368421E77.40660473684211,2024-01-28 07:13:52
N28.801654E77.406878,2024-01-28 07:13:53
N28.801357307692307E77.40713846153845,2024-01-28 07:13:54
N28.801068076923077E77.40738461538461,2024-01-28 07:13:55
N28.800761142857144E77.40764257142857,2024-01-28 07:13:56
N28.800452714285715E77.40790485714285,2024-01-28 07:13:57
N28.80016242857143E77.40815171428572,2024-01-28 07:13:58
N28.799854E77.40841400000001,2024-01-28 07:13:59
N28.799564E77.40866073684211,2024-01-28 07:14:00
N28.799258000000002E77.408922,2024-01-28 07:14:01
N28.798898E77.40922936842105,2024-01-28 07:14:02
N28.798592E77.40949063157895,2024-01-28 07:14:03
N28.798286E77.40975189473684,2024-01-28 07:14:04
N28.797998E77.40999778947368,2024-01-28 07:14:05
N28.797698285714286E77.41026285714285,2024-01-28 07:14:06
N28.797402E77.41053,2024-01-28 07:14:07
N28.797108846153847E77.41080346153846,2024-01-28 07:14:08
N28.796835E77.411065,2024-01-28 07:14:09
N28.796544038461537E77.41134288461538,2024-01-28 07:14:10
N28.796254E77.41161799999999,2024-01-28 07:14:11
N28.79599157894737E77.41188578947369,2024-01-28 07:14:12
N28.795704285714287E77.41217142857143,2024-01-28 07:14:13
N28.79543E77.41244,2024-01-28 07:14:14
N28.795146666666668E77.41272333333333,2024-01-28 07:14:15
N28.79488E77.4130042857143,2024-01-28 07:14:16
N28.79459388888889E77.41329472222223,2024-01-28 07:14:17
N28.794318333333333E77.41356583333334,2024-01-28 07:14:18
N28.794025625000003E77.413853125,2024-01-28 07:14:19
N28.793750625E77.414118125,2024-01-28 07:14:20
N28.79346E77.41439666666666,2024-01-28 07:14:21
N28.793165625E77.41466875,2024-01-28 07:14:22
N28.7928775E77.41492875,2024-01-28 07:14:23
N28.792578888888887E77.41520666666666,2024-01-28 07:14:24
N28.792299999999997E77.4154525,2024-01-28 07:14:25
N28.791928000000002E77.41579,2024-01-28 07:14:26
N28.791565454545456E77.41611272727273,2024-01-28 07:14:27
N28.791269999999997E77.4163975,2024-01-28 07:14:28
N28.791003333333332E77.4166775,2024-01-28 07:14:29
N28.79072E77.416975,2024-01-28 07:14:30
N28.790455E77.4172525,2024-01-28 07:14:31
N28.7901745E77.41754575,2024-01-28 07:14:32
N28.789896E77.417834,2024-01-28 07:14:33
N28.78964074074074E77.41811555555556,2024-01-28 07:14:34
N28.789363125E77.418418125,2024-01-28 07:14:35
N28.78909375E77.4187075,2024-01-28 07:14:36
N28.788836818181817E77.41899772727272,2024-01-28 07:14:37
N28.788569607843137E77.41931529411765,2024-01-28 07:14:38
N28.788328039215685E77.41961647058824,2024-01-28 07:14:39
N28.78807137254902E77.41993647058823,2024-01-28 07:14:40
N28.78782E77.42025,2024-01-28 07:14:41
N28.787571746031745E77.4205792063492,2024-01-28 07:14:42
N28.787338095238095E77.42088904761904,2024-01-28 07:14:43
N28.78708984126984E77.42121825396825,2024-01-28 07:14:44
N28.78684260869565E77.42155,2024-01-28 07:14:45
N28.786613043478262E77.42187,2024-01-28 07:14:46
N28.78639E77.42219,2024-01-28 07:14:47
N28.786154E77.42252,2024-01-28 07:14:48
N28.78592125E77.42286375,2024-01-28 07:14:49
N28.785697142857142E77.42321714285714,2024-01-28 07:14:50
N28.785484897959183E77.42355346938776,2024-01-28 07:14:51
N28.785272653061224E77.42388979591836,2024-01-28 07:14:52
N28.785047727272726E77.42424636363636,2024-01-28 07:14:53
N28.784823333333332E77.4246,2024-01-28 07:14:54
N28.784624666666666E77.424954,2024-01-28 07:14:55
N28.78442181818182E77.42531272727273,2024-01-28 07:14:56
N28.784222222222223E77.42565555555555,2024-01-28 07:14:57
N28.784014444444445E77.42602861111111,2024-01-28 07:14:58
N28.783822045454546E77.42638136363637,2024-01-28 07:14:59
N28.78363659090909E77.42673772727272,2024-01-28 07:15:00
N28.783439545454545E77.42711636363636,2024-01-28 07:15:01
N28.783256666666666E77.42747333333334,2024-01-28 07:15:02
N28.783075333333333E77.42783066666667,2024-01-28 07:15:03
N28.782896493506495E77.42818662337663,2024-01-28 07:15:04
N28.782706623376622E77.42856415584416,2024-01-28 07:15:05
N28.78252792207792E77.42891948051948,2024-01-28 07:15:06
N28.782338051948052E77.429297012987,2024-01-28 07:15:07
N28.782148181818183E77.42967454545455,2024-01-28 07:15:08
N28.781970526315792E77.43002421052631,2024-01-28 07:15:09
N28.781773333333334E77.43041,2024-01-28 07:15:10
N28.78159064516129E77.43076870967742,2024-01-28 07:15:11
N28.78139875E77.431151875,2024-01-28 07:15:12
N28.78122E77.43150333333332,2024-01-28 07:15:13
N28.781032E77.43188,2024-01-28 07:15:14
N28.78084E77.43225000000001,2024-01-28 07:15:15
N28.78065409090909E77.43262181818181,2024-01-28 07:15:16
N28.780509318181817E77.43291136363636,2024-01-28 07:15:17
N28.78034227272727E77.43324545454546,2024-01-28 07:15:18
N28.780183880597015E77.43355686567165,2024-01-28 07:15:19
N28.780013731343285E77.43389044776119,2024-01-28 07:15:20
N28.779820895522388E77.43426850746269,2024-01-28 07:15:21
N28.779628059701494E77.43464656716418,2024-01-28 07:15:22
N28.77944656716418E77.4350023880597,2024-01-28 07:15:23
N28.779265074626867E77.43535820895522,2024-01-28 07:15:24
N28.77907223880597E77.43573626865671,2024-01-28 07:15:25
N28.778890746268658E77.43609208955223,2024-01-28 07:15:26
N28.77869875E77.43647025,2024-01-28 07:15:27
N28.7785075E77.4368485,2024-01-28 07:15:28
N28.778326E77.43720400000001,2024-01-28 07:15:29
N28.778139054054055E77.43757067567567,2024-01-28 07:15:30
N28.777959594594595E77.43792743243243,2024-01-28 07:15:31
N28.777780135135135E77.43828418918919,2024-01-28 07:15:32
N28.77758945945946E77.43866324324324,2024-01-28 07:15:33
N28.77741E77.43902,2024-01-28 07:15:34
N28.77722365079365E77.43940190476191,2024-01-28 07:15:35
N28.777043333333335E77.43976,2024-01-28 07:15:36
N28.776851746031745E77.44014047619048,2024-01-28 07:15:37
N28.77667142857143E77.44049857142858,2024-01-28 07:15:38
N28.776481186440677E77.44087830508475,2024-01-28 07:15:39
N28.776292457627118E77.44125720338984,2024-01-28 07:15:40
N28.776114830508472E77.44161381355933,2024-01-28 07:15:41
N28.775926101694914E77.44199271186442,2024-01-28 07:15:42
N28.77574847457627E77.4423493220339,2024-01-28 07:15:43
N28.77555974576271E77.44272822033899,2024-01-28 07:15:44
N28.775382118644067E77.44308483050848,2024-01-28 07:15:45
N28.7751875E77.443455,2024-01-28 07:15:46
N28.7749875E77.44380354166667,2024-01-28 07:15:47
N28.774775E77.44416125000001,2024-01-28 07:15:48
N28.774562500000002E77.44451895833333,2024-01-28 07:15:49
N28.77436590909091E77.44486045454546,2024-01-28 07:15:50
N28.774157272727273E77.44522363636364,2024-01-28 07:15:51
N28.773957777777778E77.44557,2024-01-28 07:15:52
N28.773735E77.4459425,2024-01-28 07:15:53
N28.773535E77.4462825,2024-01-28 07:15:54
N28.773330476190477E77.44664761904762,2024-01-28 07:15:55
N28.77313238095238E77.44699809523809,2024-01-28 07:15:56
N28.772906E77.447342,2024-01-28 07:15:57
N28.772685454545453E77.44768363636364,2024-01-28 07:15:58
N28.772454736842107E77.44801210526316,2024-01-28 07:15:59
N28.77224E77.44837,2024-01-28 07:16:00
N28.772000847457626E77.44871288135593,2024-01-28 07:16:01
N28.771775762711865E77.44903559322034,2024-01-28 07:16:02
N28.7715506779661E77.44935830508474,2024-01-28 07:16:03
N28.771311066666666E77.44969813333334,2024-01-28 07:16:04
N28.7710708E77.45003360000001,2024-01-28 07:16:05
N28.770844666666665E77.45034933333334,2024-01-28 07:16:06
N28.7706044E77.4506848,2024-01-28 07:16:07
N28.770364133333334E77.45102026666667,2024-01-28 07:16:08
N28.7701275E77.4513575,2024-01-28 07:16:09
N28.769883333333333E77.45167333333333,2024-01-28 07:16:10
N28.769583555555556E77.45206844444445,2024-01-28 07:16:11
N28.769326666666668E77.45239333333333,2024-01-28 07:16:12
N28.769084666666668E77.45269911111112,2024-01-28 07:16:13
N28.768824000000002E77.453024,2024-01-28 07:16:14
N28.768578666666667E77.45332977777778,2024-01-28 07:16:15
N28.768330588235294E77.4536311764706,2024-01-28 07:16:16
N28.768060588235294E77.4539411764706,2024-01-28 07:16:17
N28.767806470588237E77.45423294117647,2024-01-28 07:16:18
N28.76753777777778E77.45454333333333,2024-01-28 07:16:19
N28.767273333333335E77.454855,2024-01-28 07:16:20
N28.767024444444445E77.45514833333334,2024-01-28 07:16:21
N28.76676E77.45546,2024-01-28 07:16:22
N28.766493333333333E77.45574952380952,2024-01-28 07:16:23
N28.76623142857143E77.45605285714286,2024-01-28 07:16:24
N28.765959523809524E77.45635666666666,2024-01-28 07:16:25
N28.765703015873015E77.45664111111111,2024-01-28 07:16:26
N28.765430476190478E77.45694333333334,2024-01-28 07:16:27
